occupation_group,skill,year,count,n_postings,pct
Administrative & Support,SQL,2024,17,723,2.3513
Administrative & Support,Sales,2024,12,723,1.6598
Administrative & Support,Salesforce,2024,13,723,1.7981
Administrative & Support,Scheduling,2024,123,723,17.0124
Administrative & Support,Scientific Writing,2024,1,723,0.1383
Administrative & Support,Scrum,2024,1,723,0.1383
Administrative & Support,Self-Motivated,2024,174,723,24.0664
Administrative & Support,Series 7,2024,2,723,0.2766
Administrative & Support,ServiceNow,2024,2,723,0.2766
Administrative & Support,Shell Scripting,2024,3,723,0.4149
Administrative & Support,Six Sigma,2024,1,723,0.1383
Administrative & Support,Sketch,2024,1,723,0.1383
Administrative & Support,Slack,2024,3,723,0.4149
Administrative & Support,Social Media,2024,35,723,4.8409
Administrative & Support,Social Media Marketing,2024,2,723,0.2766
Administrative & Support,SolidWorks,2024,1,723,0.1383
Administrative & Support,Stakeholder Management,2024,1,723,0.1383
Administrative & Support,Statistical Analysis,2024,44,723,6.0858
Administrative & Support,Strategic Planning,2024,9,723,1.2448
Administrative & Support,Supply Chain Management,2024,11,723,1.5214
Administrative & Support,Survey Design,2024,2,723,0.2766
Administrative & Support,Tax Preparation,2024,3,723,0.4149
Administrative & Support,Teamwork,2024,129,723,17.8423
Administrative & Support,Technical Writing,2024,4,723,0.5533
Administrative & Support,Telehealth,2024,1,723,0.1383
Administrative & Support,Time Management,2024,81,723,11.2033
Administrative & Support,Travel Coordination,2024,6,723,0.8299
Administrative & Support,Tutoring,2024,6,723,0.8299
Administrative & Support,UX Design,2024,5,723,0.6916
Administrative & Support,Underwriting,2024,8,723,1.1065
Administrative & Support,VBA,2024,3,723,0.4149
Administrative & Support,Valuation,2024,27,723,3.7344
Administrative & Support,Vendor Management,2024,5,723,0.6916
Administrative & Support,Verbal Communication,2024,80,723,11.065
Administrative & Support,Web Development,2024,3,723,0.4149
Administrative & Support,Westlaw,2024,1,723,0.1383
Administrative & Support,Windows Server,2024,2,723,0.2766
Administrative & Support,WordPress,2024,2,723,0.2766
Administrative & Support,Workday,2024,12,723,1.6598
Administrative & Support,Written Communication,2024,97,723,13.4163
Administrative & Support,Zoom,2024,2,723,0.2766
Compliance & Risk,Accounting,2024,6,98,6.1224
Compliance & Risk,Adaptability,2024,21,98,21.4286
Compliance & Risk,Auditing,2024,5,98,5.102
Compliance & Risk,Bilingual,2024,2,98,2.0408
Compliance & Risk,Bloomberg Terminal,2024,1,98,1.0204
Compliance & Risk,CISSP,2024,2,98,2.0408
Compliance & Risk,CSS,2024,1,98,1.0204
Compliance & Risk,Case Management,2024,2,98,2.0408
Compliance & Risk,Clinical Research,2024,8,98,8.1633
Compliance & Risk,Communication Skills,2024,46,98,46.9388
Compliance & Risk,Compliance,2024,85,98,86.7347
Compliance & Risk,Conflict Resolution,2024,4,98,4.0816
Compliance & Risk,Contract Review,2024,3,98,3.0612
Compliance & Risk,Creative Thinking,2024,14,98,14.2857
Compliance & Risk,Cross-Functional Collaboration,2024,3,98,3.0612
Compliance & Risk,Customer Service,2024,8,98,8.1633
Compliance & Risk,Cybersecurity,2024,4,98,4.0816
Compliance & Risk,Data Analysis,2024,28,98,28.5714
Compliance & Risk,Data Collection,2024,6,98,6.1224
Compliance & Risk,Data Visualization,2024,1,98,1.0204
Compliance & Risk,Decision Making,2024,7,98,7.1429
Compliance & Risk,Due Diligence,2024,3,98,3.0612
Compliance & Risk,Editing,2024,2,98,2.0408
Compliance & Risk,Environmental Engineering,2024,1,98,1.0204
Compliance & Risk,FDA Regulations,2024,1,98,1.0204
Compliance & Risk,Filing,2024,11,98,11.2245
Compliance & Risk,Financial Analysis,2024,9,98,9.1837
Compliance & Risk,Financial Planning,2024,1,98,1.0204
Compliance & Risk,Google Workspace,2024,1,98,1.0204
Compliance & Risk,HRIS,2024,1,98,1.0204
Compliance & Risk,HTML,2024,2,98,2.0408
Compliance & Risk,Interpersonal Skills,2024,26,98,26.5306
Compliance & Risk,Inventory Management,2024,4,98,4.0816
Compliance & Risk,Java,2024,1,98,1.0204
Compliance & Risk,Leadership,2024,23,98,23.4694
Compliance & Risk,Linux,2024,1,98,1.0204
Compliance & Risk,MATLAB,2024,1,98,1.0204
Compliance & Risk,Machine Learning,2024,1,98,1.0204
Compliance & Risk,Market Research,2024,9,98,9.1837
Compliance & Risk,Medical Terminology,2024,1,98,1.0204
Compliance & Risk,Mental Health,2024,2,98,2.0408
Compliance & Risk,Mentoring,2024,1,98,1.0204
Compliance & Risk,Microsoft Excel,2024,31,98,31.6327
Compliance & Risk,Microsoft Office,2024,27,98,27.551
Compliance & Risk,Microsoft PowerPoint,2024,12,98,12.2449
Compliance & Risk,Microsoft Teams,2024,1,98,1.0204
Compliance & Risk,Microsoft Word,2024,1,98,1.0204
Compliance & Risk,Mobile Development,2024,1,98,1.0204
Compliance & Risk,Multitasking,2024,13,98,13.2653
Compliance & Risk,Negotiation,2024,5,98,5.102
Compliance & Risk,Networking,2024,10,98,10.2041
Compliance & Risk,OSHA,2024,1,98,1.0204
Compliance & Risk,Onboarding,2024,3,98,3.0612
Compliance & Risk,Oracle,2024,1,98,1.0204
Compliance & Risk,Organizational Skills,2024,41,98,41.8367
Compliance & Risk,PHR,2024,1,98,1.0204
Compliance & Risk,Paralegal Skills,2024,3,98,3.0612
Compliance & Risk,Patient Care,2024,6,98,6.1224
Compliance & Risk,Payroll,2024,1,98,1.0204
Compliance & Risk,Pharmacy,2024,4,98,4.0816
Compliance & Risk,Physical Therapy,2024,1,98,1.0204
Compliance & Risk,Power BI,2024,1,98,1.0204
Compliance & Risk,Presentation Skills,2024,2,98,2.0408
Compliance & Risk,Problem Solving,2024,26,98,26.5306
Compliance & Risk,Process Improvement,2024,1,98,1.0204
Compliance & Risk,Procurement,2024,5,98,5.102
Compliance & Risk,Project Management,2024,16,98,16.3265
Compliance & Risk,Python,2024,9,98,9.1837
Compliance & Risk,Quality Assurance,2024,1,98,1.0204
Compliance & Risk,Quantitative Analysis,2024,7,98,7.1429
Compliance & Risk,QuickBooks,2024,1,98,1.0204
Compliance & Risk,Recruiting,2024,24,98,24.4898
Compliance & Risk,Regulatory Affairs,2024,11,98,11.2245
Compliance & Risk,Relationship Management,2024,8,98,8.1633
Compliance & Risk,Remote Work,2024,3,98,3.0612
Compliance & Risk,Reporting,2024,31,98,31.6327
Compliance & Risk,Research,2024,1,98,1.0204
Compliance & Risk,Risk Management,2024,17,98,17.3469
Compliance & Risk,Root Cause Analysis,2024,1,98,1.0204
Compliance & Risk,SAP,2024,1,98,1.0204
Compliance & Risk,SAS,2024,3,98,3.0612
Compliance & Risk,SDLC,2024,1,98,1.0204
Compliance & Risk,SHRM,2024,2,98,2.0408
Compliance & Risk,SQL,2024,4,98,4.0816
Compliance & Risk,SQL Server,2024,1,98,1.0204
Compliance & Risk,Sales,2024,7,98,7.1429
Compliance & Risk,Scheduling,2024,6,98,6.1224
Compliance & Risk,Scientific Writing,2024,1,98,1.0204
Compliance & Risk,Self-Motivated,2024,31,98,31.6327
Compliance & Risk,Series 7,2024,2,98,2.0408
Compliance & Risk,Shell Scripting,2024,1,98,1.0204
Compliance & Risk,Social Media,2024,15,98,15.3061
Compliance & Risk,Stakeholder Management,2024,1,98,1.0204
Compliance & Risk,Statistical Analysis,2024,2,98,2.0408
Compliance & Risk,Survey Design,2024,2,98,2.0408
Compliance & Risk,Tableau,2024,1,98,1.0204
Compliance & Risk,Tax Preparation,2024,1,98,1.0204
Compliance & Risk,Teamwork,2024,18,98,18.3673
Compliance & Risk,Time Management,2024,16,98,16.3265
Compliance & Risk,Underwriting,2024,1,98,1.0204
Compliance & Risk,VBA,2024,2,98,2.0408
Compliance & Risk,Verbal Communication,2024,18,98,18.3673
Compliance & Risk,Workday,2024,3,98,3.0612
Compliance & Risk,Written Communication,2024,22,98,22.449
Data & Analytics,APIs,2024,5,198,2.5253
Data & Analytics,AWS,2024,13,198,6.5657
Data & Analytics,Accounting,2024,18,198,9.0909
Data & Analytics,Accounts Payable,2024,2,198,1.0101
Data & Analytics,Active Listening,2024,2,198,1.0101
Data & Analytics,Adaptability,2024,54,198,27.2727
Data & Analytics,Agile,2024,16,198,8.0808
Data & Analytics,Artificial Intelligence,2024,12,198,6.0606
Data & Analytics,Auditing,2024,8,198,4.0404
Data & Analytics,Azure,2024,8,198,4.0404
Data & Analytics,Big Data,2024,9,198,4.5455
Data & Analytics,Bilingual,2024,2,198,1.0101
Data & Analytics,Bloomberg Terminal,2024,1,198,0.5051
Data & Analytics,Budgeting,2024,2,198,1.0101
Data & Analytics,Business Development,2024,1,198,0.5051
Data & Analytics,Business Intelligence,2024,19,198,9.596
Data & Analytics,CI/CD,2024,1,198,0.5051
Data & Analytics,CISSP,2024,1,198,0.5051
Data & Analytics,CPR,2024,2,198,1.0101
Data & Analytics,CRM Software,2024,4,198,2.0202
Data & Analytics,CSS,2024,1,198,0.5051
Data & Analytics,Clinical Research,2024,6,198,3.0303
Data & Analytics,Cloud Computing,2024,13,198,6.5657
Data & Analytics,Communication Skills,2024,103,198,52.0202
Data & Analytics,CompTIA,2024,1,198,0.5051
Data & Analytics,Compliance,2024,24,198,12.1212
Data & Analytics,Computer Vision,2024,5,198,2.5253
Data & Analytics,Confluence,2024,3,198,1.5152
Data & Analytics,Content Marketing,2024,1,198,0.5051
Data & Analytics,Contract Review,2024,1,198,0.5051
Data & Analytics,Cost Analysis,2024,1,198,0.5051
Data & Analytics,Creative Thinking,2024,38,198,19.1919
Data & Analytics,Critical Thinking,2024,7,198,3.5354
Data & Analytics,Cross-Functional Collaboration,2024,19,198,9.596
Data & Analytics,Customer Service,2024,31,198,15.6566
Data & Analytics,Cybersecurity,2024,21,198,10.6061
Data & Analytics,Data Analysis,2024,101,198,51.0101
Data & Analytics,Data Collection,2024,21,198,10.6061
Data & Analytics,Data Engineering,2024,23,198,11.6162
Data & Analytics,Data Entry,2024,24,198,12.1212
Data & Analytics,Data Mining,2024,12,198,6.0606
Data & Analytics,Data Visualization,2024,26,198,13.1313
Data & Analytics,Data Warehousing,2024,9,198,4.5455
Data & Analytics,Database Management,2024,2,198,1.0101
Data & Analytics,Decision Making,2024,26,198,13.1313
Data & Analytics,Deep Learning,2024,5,198,2.5253
Data & Analytics,DevOps,2024,5,198,2.5253
Data & Analytics,Django,2024,1,198,0.5051
Data & Analytics,Docker,2024,4,198,2.0202
Data & Analytics,Due Diligence,2024,1,198,0.5051
Data & Analytics,ERP Systems,2024,4,198,2.0202
Data & Analytics,Editing,2024,2,198,1.0101
Data & Analytics,Educational Technology,2024,1,198,0.5051
Data & Analytics,Electrical Engineering,2024,5,198,2.5253
Data & Analytics,Electronic Health Records,2024,1,198,0.5051
Data & Analytics,Emotional Intelligence,2024,2,198,1.0101
Data & Analytics,FDA Regulations,2024,1,198,0.5051
Data & Analytics,Figma,2024,1,198,0.5051
Data & Analytics,Filing,2024,5,198,2.5253
Data & Analytics,Financial Analysis,2024,3,198,1.5152
Data & Analytics,Financial Planning,2024,1,198,0.5051
Data & Analytics,Flask,2024,1,198,0.5051
Data & Analytics,Forecasting,2024,7,198,3.5354
Data & Analytics,Git,2024,5,198,2.5253
Data & Analytics,Google Cloud Platform,2024,8,198,4.0404
Data & Analytics,Google Workspace,2024,1,198,0.5051
Data & Analytics,HIPAA,2024,1,198,0.5051
Data & Analytics,HRIS,2024,7,198,3.5354
Data & Analytics,HTML,2024,10,198,5.0505
Data & Analytics,ICD Coding,2024,2,198,1.0101
Data & Analytics,Intellectual Property,2024,4,198,2.0202
Data & Analytics,Interpersonal Skills,2024,13,198,6.5657
Data & Analytics,Java,2024,12,198,6.0606
Data & Analytics,JavaScript,2024,10,198,5.0505
Data & Analytics,Jira,2024,7,198,3.5354
Data & Analytics,Kanban,2024,1,198,0.5051
Data & Analytics,Leadership,2024,29,198,14.6465
Data & Analytics,Legal Research,2024,1,198,0.5051
Data & Analytics,Linux,2024,2,198,1.0101
Data & Analytics,Litigation,2024,5,198,2.5253
Data & Analytics,MATLAB,2024,9,198,4.5455
Data & Analytics,Machine Learning,2024,22,198,11.1111
Data & Analytics,Market Research,2024,2,198,1.0101
Data & Analytics,Marketo,2024,1,198,0.5051
Data & Analytics,Medical Terminology,2024,5,198,2.5253
Data & Analytics,Mental Health,2024,4,198,2.0202
Data & Analytics,Mentoring,2024,5,198,2.5253
Data & Analytics,Mergers and Acquisitions,2024,1,198,0.5051
Data & Analytics,Microsoft Excel,2024,87,198,43.9394
Data & Analytics,Microsoft Office,2024,38,198,19.1919
Data & Analytics,Microsoft PowerPoint,2024,35,198,17.6768
Data & Analytics,Microsoft Teams,2024,1,198,0.5051
Data & Analytics,Microsoft Word,2024,6,198,3.0303
Data & Analytics,Multitasking,2024,14,198,7.0707
Data & Analytics,MySQL,2024,1,198,0.5051
Data & Analytics,Natural Language Processing,2024,4,198,2.0202
Data & Analytics,Negotiation,2024,7,198,3.5354
Data & Analytics,Networking,2024,5,198,2.5253
Data & Analytics,NoSQL,2024,7,198,3.5354
Data & Analytics,Onboarding,2024,4,198,2.0202
Data & Analytics,Oracle,2024,4,198,2.0202
Data & Analytics,Organizational Skills,2024,66,198,33.3333
Data & Analytics,PHP,2024,2,198,1.0101
Data & Analytics,PLC Programming,2024,1,198,0.5051
Data & Analytics,PMP,2024,2,198,1.0101
Data & Analytics,Patient Care,2024,4,198,2.0202
Data & Analytics,Payroll,2024,6,198,3.0303
Data & Analytics,Perl,2024,1,198,0.5051
Data & Analytics,Pharmacy,2024,5,198,2.5253
Data & Analytics,Power BI,2024,44,198,22.2222
Data & Analytics,Presentation Skills,2024,11,198,5.5556
Data & Analytics,Problem Solving,2024,57,198,28.7879
Data & Analytics,Process Improvement,2024,13,198,6.5657
Data & Analytics,Procurement,2024,6,198,3.0303
Data & Analytics,Project Management,2024,31,198,15.6566
Data & Analytics,Python,2024,74,198,37.3737
Data & Analytics,Quality Assurance,2024,31,198,15.6566
Data & Analytics,Quantitative Analysis,2024,4,198,2.0202
Data & Analytics,R Programming,2024,2,198,1.0101
Data & Analytics,Radiology,2024,1,198,0.5051
Data & Analytics,React,2024,2,198,1.0101
Data & Analytics,Recruiting,2024,15,198,7.5758
Data & Analytics,Regression Analysis,2024,2,198,1.0101
Data & Analytics,Regulatory Affairs,2024,2,198,1.0101
Data & Analytics,Relationship Management,2024,8,198,4.0404
Data & Analytics,Remote Work,2024,14,198,7.0707
Data & Analytics,Reporting,2024,71,198,35.8586
Data & Analytics,Research,2024,1,198,0.5051
Data & Analytics,Revenue Analysis,2024,2,198,1.0101
Data & Analytics,Risk Management,2024,10,198,5.0505
Data & Analytics,Robotics,2024,1,198,0.5051
Data & Analytics,Root Cause Analysis,2024,3,198,1.5152
Data & Analytics,SAP,2024,6,198,3.0303
Data & Analytics,SAS,2024,21,198,10.6061
Data & Analytics,SDLC,2024,6,198,3.0303
Data & Analytics,SQL,2024,78,198,39.3939
Data & Analytics,SQL Server,2024,5,198,2.5253
Data & Analytics,Sales,2024,2,198,1.0101
Data & Analytics,Salesforce,2024,6,198,3.0303
Data & Analytics,Scheduling,2024,9,198,4.5455
Data & Analytics,Scrum,2024,6,198,3.0303
Data & Analytics,Self-Motivated,2024,64,198,32.3232
Data & Analytics,ServiceNow,2024,1,198,0.5051
Data & Analytics,Shell Scripting,2024,3,198,1.5152
Data & Analytics,Social Media,2024,8,198,4.0404
Data & Analytics,Spring,2024,3,198,1.5152
Data & Analytics,Stakeholder Management,2024,1,198,0.5051
Data & Analytics,Statistical Analysis,2024,63,198,31.8182
Data & Analytics,Strategic Planning,2024,6,198,3.0303
Data & Analytics,Supply Chain Management,2024,1,198,0.5051
Data & Analytics,Survey Design,2024,1,198,0.5051
Data & Analytics,Tableau,2024,36,198,18.1818
Data & Analytics,Teamwork,2024,32,198,16.1616
Data & Analytics,Technical Writing,2024,2,198,1.0101
Data & Analytics,Time Management,2024,33,198,16.6667
Data & Analytics,UX Design,2024,2,198,1.0101
Data & Analytics,VBA,2024,8,198,4.0404
Data & Analytics,Valuation,2024,2,198,1.0101
Data & Analytics,Vendor Management,2024,1,198,0.5051
Data & Analytics,Verbal Communication,2024,25,198,12.6263
Data & Analytics,Waterfall,2024,1,198,0.5051
Data & Analytics,Web Development,2024,3,198,1.5152
Data & Analytics,Workday,2024,10,198,5.0505
Data & Analytics,Written Communication,2024,35,198,17.6768
Education & Training,3D Printing,2024,6,274,2.1898
Education & Training,Academic Advising,2024,10,274,3.6496
Education & Training,Accounting,2024,10,274,3.6496
Education & Training,Adaptability,2024,90,274,32.8467
Education & Training,Agile,2024,1,274,0.365
Education & Training,Artificial Intelligence,2024,4,274,1.4599
Education & Training,Asana,2024,1,274,0.365
Education & Training,Auditing,2024,4,274,1.4599
Education & Training,Bilingual,2024,3,274,1.0949
Education & Training,Bloomberg Terminal,2024,2,274,0.7299
Education & Training,Budgeting,2024,3,274,1.0949
Education & Training,CAD,2024,1,274,0.365
Education & Training,CPA,2024,2,274,0.7299
Education & Training,CPR,2024,18,274,6.5693
Education & Training,Case Management,2024,2,274,0.7299
Education & Training,Civil Engineering,2024,3,274,1.0949
Education & Training,Classroom Management,2024,4,274,1.4599
Education & Training,Clinical Research,2024,7,274,2.5547
Education & Training,Communication Skills,2024,38,274,13.8686
Education & Training,Compliance,2024,45,274,16.4234
Education & Training,Copywriting,2024,1,274,0.365
Education & Training,Creative Thinking,2024,27,274,9.854
Education & Training,Critical Thinking,2024,5,274,1.8248
Education & Training,Curriculum Development,2024,19,274,6.9343
Education & Training,Customer Service,2024,5,274,1.8248
Education & Training,Cybersecurity,2024,7,274,2.5547
Education & Training,Data Analysis,2024,11,274,4.0146
Education & Training,Data Collection,2024,3,274,1.0949
Education & Training,Data Mining,2024,3,274,1.0949
Education & Training,Data Visualization,2024,2,274,0.7299
Education & Training,Data Warehousing,2024,2,274,0.7299
Education & Training,Database Management,2024,13,274,4.7445
Education & Training,Decision Making,2024,6,274,2.1898
Education & Training,Deep Learning,2024,1,274,0.365
Education & Training,Differentiated Instruction,2024,1,274,0.365
Education & Training,Digital Marketing,2024,5,274,1.8248
Education & Training,Electrical Engineering,2024,2,274,0.7299
Education & Training,Electronic Health Records,2024,1,274,0.365
Education & Training,Emotional Intelligence,2024,3,274,1.0949
Education & Training,Environmental Engineering,2024,3,274,1.0949
Education & Training,Event Planning,2024,1,274,0.365
Education & Training,Filing,2024,2,274,0.7299
Education & Training,Financial Analysis,2024,1,274,0.365
Education & Training,Financial Planning,2024,2,274,0.7299
Education & Training,Forecasting,2024,2,274,0.7299
Education & Training,Fundraising,2024,3,274,1.0949
Education & Training,Google Workspace,2024,2,274,0.7299
Education & Training,Grant Writing,2024,8,274,2.9197
Education & Training,HTML,2024,13,274,4.7445
Education & Training,Instructional Design,2024,1,274,0.365
Education & Training,Intellectual Property,2024,1,274,0.365
Education & Training,Interpersonal Skills,2024,24,274,8.7591
Education & Training,Java,2024,3,274,1.0949
Education & Training,JavaScript,2024,2,274,0.7299
Education & Training,LMS,2024,3,274,1.0949
Education & Training,Leadership,2024,60,274,21.8978
Education & Training,Legal Writing,2024,1,274,0.365
Education & Training,Machine Learning,2024,10,274,3.6496
Education & Training,Marketing Analytics,2024,6,274,2.1898
Education & Training,Materials Science,2024,3,274,1.0949
Education & Training,Mechanical Engineering,2024,10,274,3.6496
Education & Training,Mental Health,2024,6,274,2.1898
