occupation_group,skill,year,count,n_postings,pct
Administrative & Support,SHRM,2021,1,502,0.1992
Administrative & Support,SQL,2021,5,502,0.996
Administrative & Support,SQL Server,2021,1,502,0.1992
Administrative & Support,Sales,2021,20,502,3.9841
Administrative & Support,Salesforce,2021,10,502,1.992
Administrative & Support,Scheduling,2021,43,502,8.5657
Administrative & Support,Scrum,2021,2,502,0.3984
Administrative & Support,Self-Motivated,2021,123,502,24.502
Administrative & Support,Six Sigma,2021,2,502,0.3984
Administrative & Support,Sketch,2021,1,502,0.1992
Administrative & Support,Slack,2021,2,502,0.3984
Administrative & Support,Social Media,2021,30,502,5.9761
Administrative & Support,SolidWorks,2021,1,502,0.1992
Administrative & Support,Special Education,2021,1,502,0.1992
Administrative & Support,Statistical Analysis,2021,8,502,1.5936
Administrative & Support,Strategic Planning,2021,14,502,2.7888
Administrative & Support,Supply Chain Management,2021,10,502,1.992
Administrative & Support,Survey Design,2021,3,502,0.5976
Administrative & Support,Tableau,2021,2,502,0.3984
Administrative & Support,Tax Preparation,2021,1,502,0.1992
Administrative & Support,Teamwork,2021,81,502,16.1355
Administrative & Support,Technical Writing,2021,3,502,0.5976
Administrative & Support,Time Management,2021,76,502,15.1394
Administrative & Support,Trello,2021,1,502,0.1992
Administrative & Support,Tutoring,2021,1,502,0.1992
Administrative & Support,UX Design,2021,1,502,0.1992
Administrative & Support,Underwriting,2021,17,502,3.3865
Administrative & Support,VBA,2021,2,502,0.3984
Administrative & Support,Valuation,2021,10,502,1.992
Administrative & Support,Vendor Management,2021,3,502,0.5976
Administrative & Support,Verbal Communication,2021,31,502,6.1753
Administrative & Support,Web Development,2021,1,502,0.1992
Administrative & Support,Windows Server,2021,3,502,0.5976
Administrative & Support,Workday,2021,8,502,1.5936
Administrative & Support,Written Communication,2021,58,502,11.5538
Compliance & Risk,Accounting,2021,10,102,9.8039
Compliance & Risk,Adaptability,2021,16,102,15.6863
Compliance & Risk,Agile,2021,2,102,1.9608
Compliance & Risk,Auditing,2021,18,102,17.6471
Compliance & Risk,Big Data,2021,2,102,1.9608
Compliance & Risk,Bilingual,2021,1,102,0.9804
Compliance & Risk,Bloomberg Terminal,2021,2,102,1.9608
Compliance & Risk,Business Development,2021,2,102,1.9608
Compliance & Risk,Business Intelligence,2021,2,102,1.9608
Compliance & Risk,CFA,2021,2,102,1.9608
Compliance & Risk,CISSP,2021,6,102,5.8824
Compliance & Risk,CRM Software,2021,1,102,0.9804
Compliance & Risk,Case Management,2021,1,102,0.9804
Compliance & Risk,Cloud Computing,2021,1,102,0.9804
Compliance & Risk,Communication Skills,2021,50,102,49.0196
Compliance & Risk,Compliance,2021,81,102,79.4118
Compliance & Risk,Conflict Resolution,2021,1,102,0.9804
Compliance & Risk,Creative Thinking,2021,14,102,13.7255
Compliance & Risk,Critical Thinking,2021,6,102,5.8824
Compliance & Risk,Cross-Functional Collaboration,2021,12,102,11.7647
Compliance & Risk,Customer Service,2021,12,102,11.7647
Compliance & Risk,Cybersecurity,2021,19,102,18.6275
Compliance & Risk,Data Analysis,2021,21,102,20.5882
Compliance & Risk,Data Collection,2021,2,102,1.9608
Compliance & Risk,Data Engineering,2021,2,102,1.9608
Compliance & Risk,Data Entry,2021,1,102,0.9804
Compliance & Risk,Data Mining,2021,1,102,0.9804
Compliance & Risk,Data Visualization,2021,1,102,0.9804
Compliance & Risk,Database Management,2021,1,102,0.9804
Compliance & Risk,Decision Making,2021,10,102,9.8039
Compliance & Risk,Due Diligence,2021,5,102,4.902
Compliance & Risk,ERP Systems,2021,1,102,0.9804
Compliance & Risk,Electronic Health Records,2021,1,102,0.9804
Compliance & Risk,Environmental Engineering,2021,1,102,0.9804
Compliance & Risk,Filing,2021,2,102,1.9608
Compliance & Risk,GMP,2021,4,102,3.9216
Compliance & Risk,HIPAA,2021,7,102,6.8627
Compliance & Risk,HRIS,2021,2,102,1.9608
Compliance & Risk,HTML,2021,1,102,0.9804
Compliance & Risk,Interpersonal Skills,2021,8,102,7.8431
Compliance & Risk,Leadership,2021,24,102,23.5294
Compliance & Risk,Legal Compliance,2021,1,102,0.9804
Compliance & Risk,Linux,2021,2,102,1.9608
Compliance & Risk,Litigation,2021,1,102,0.9804
Compliance & Risk,Machine Learning,2021,2,102,1.9608
Compliance & Risk,Marketing Automation,2021,1,102,0.9804
Compliance & Risk,Mental Health,2021,1,102,0.9804
Compliance & Risk,Mentoring,2021,6,102,5.8824
Compliance & Risk,Microsoft Excel,2021,34,102,33.3333
Compliance & Risk,Microsoft Office,2021,31,102,30.3922
Compliance & Risk,Microsoft PowerPoint,2021,10,102,9.8039
Compliance & Risk,Microsoft Word,2021,3,102,2.9412
Compliance & Risk,Multitasking,2021,9,102,8.8235
Compliance & Risk,MySQL,2021,1,102,0.9804
Compliance & Risk,Negotiation,2021,3,102,2.9412
Compliance & Risk,Networking,2021,1,102,0.9804
Compliance & Risk,Onboarding,2021,3,102,2.9412
Compliance & Risk,Operations Management,2021,2,102,1.9608
Compliance & Risk,Oracle,2021,1,102,0.9804
Compliance & Risk,Organizational Skills,2021,37,102,36.2745
Compliance & Risk,PMP,2021,2,102,1.9608
Compliance & Risk,PPC Advertising,2021,2,102,1.9608
Compliance & Risk,Paralegal Skills,2021,4,102,3.9216
Compliance & Risk,Patient Care,2021,2,102,1.9608
Compliance & Risk,Payroll,2021,3,102,2.9412
Compliance & Risk,Power BI,2021,3,102,2.9412
Compliance & Risk,Presentation Skills,2021,7,102,6.8627
Compliance & Risk,Problem Solving,2021,24,102,23.5294
Compliance & Risk,Process Improvement,2021,3,102,2.9412
Compliance & Risk,Procurement,2021,3,102,2.9412
Compliance & Risk,Project Management,2021,13,102,12.7451
Compliance & Risk,Python,2021,5,102,4.902
Compliance & Risk,Quality Assurance,2021,9,102,8.8235
Compliance & Risk,Quality Management Systems,2021,2,102,1.9608
Compliance & Risk,Quantitative Analysis,2021,1,102,0.9804
Compliance & Risk,Radiology,2021,1,102,0.9804
Compliance & Risk,Recruiting,2021,12,102,11.7647
Compliance & Risk,Regulatory Affairs,2021,5,102,4.902
Compliance & Risk,Relationship Management,2021,3,102,2.9412
Compliance & Risk,Remote Work,2021,5,102,4.902
Compliance & Risk,Reporting,2021,34,102,33.3333
Compliance & Risk,Research,2021,1,102,0.9804
Compliance & Risk,Risk Management,2021,28,102,27.451
Compliance & Risk,Robotics,2021,3,102,2.9412
Compliance & Risk,Root Cause Analysis,2021,5,102,4.902
Compliance & Risk,SAP,2021,2,102,1.9608
Compliance & Risk,SAS,2021,7,102,6.8627
Compliance & Risk,SDLC,2021,1,102,0.9804
Compliance & Risk,SEO,2021,1,102,0.9804
Compliance & Risk,SQL,2021,13,102,12.7451
Compliance & Risk,Scheduling,2021,1,102,0.9804
Compliance & Risk,Self-Motivated,2021,29,102,28.4314
Compliance & Risk,Series 7,2021,2,102,1.9608
Compliance & Risk,Statistical Analysis,2021,2,102,1.9608
Compliance & Risk,Strategic Planning,2021,2,102,1.9608
Compliance & Risk,Supply Chain Management,2021,6,102,5.8824
Compliance & Risk,Tableau,2021,7,102,6.8627
Compliance & Risk,Teamwork,2021,12,102,11.7647
Compliance & Risk,Technical Writing,2021,3,102,2.9412
Compliance & Risk,Time Management,2021,15,102,14.7059
Compliance & Risk,Underwriting,2021,2,102,1.9608
Compliance & Risk,VBA,2021,4,102,3.9216
Compliance & Risk,Vendor Management,2021,1,102,0.9804
Compliance & Risk,Verbal Communication,2021,16,102,15.6863
Compliance & Risk,Web Development,2021,1,102,0.9804
Compliance & Risk,Written Communication,2021,16,102,15.6863
Data & Analytics,APIs,2021,8,282,2.8369
Data & Analytics,AWS,2021,16,282,5.6738
Data & Analytics,Accounting,2021,29,282,10.2837
Data & Analytics,Accounts Payable,2021,1,282,0.3546
Data & Analytics,Accounts Receivable,2021,1,282,0.3546
Data & Analytics,Adaptability,2021,48,282,17.0213
Data & Analytics,Agile,2021,45,282,15.9574
Data & Analytics,Artificial Intelligence,2021,9,282,3.1915
Data & Analytics,Auditing,2021,4,282,1.4184
Data & Analytics,Azure,2021,16,282,5.6738
Data & Analytics,Big Data,2021,19,282,6.7376
Data & Analytics,Bilingual,2021,1,282,0.3546
Data & Analytics,Bloomberg Terminal,2021,2,282,0.7092
Data & Analytics,Brand Management,2021,1,282,0.3546
Data & Analytics,Budgeting,2021,3,282,1.0638
Data & Analytics,Business Development,2021,8,282,2.8369
Data & Analytics,Business Intelligence,2021,57,282,20.2128
Data & Analytics,CFA,2021,2,282,0.7092
Data & Analytics,CI/CD,2021,5,282,1.773
Data & Analytics,CNC,2021,2,282,0.7092
Data & Analytics,CRM Software,2021,18,282,6.383
Data & Analytics,CSS,2021,3,282,1.0638
Data & Analytics,Case Management,2021,3,282,1.0638
Data & Analytics,Clinical Research,2021,1,282,0.3546
Data & Analytics,Cloud Computing,2021,12,282,4.2553
Data & Analytics,Communication Skills,2021,120,282,42.5532
Data & Analytics,Compliance,2021,35,282,12.4113
Data & Analytics,Computer Vision,2021,3,282,1.0638
Data & Analytics,Conflict Resolution,2021,4,282,1.4184
Data & Analytics,Confluence,2021,16,282,5.6738
Data & Analytics,Content Marketing,2021,5,282,1.773
Data & Analytics,Cost Analysis,2021,1,282,0.3546
Data & Analytics,Creative Thinking,2021,54,282,19.1489
Data & Analytics,Critical Thinking,2021,13,282,4.6099
Data & Analytics,Cross-Functional Collaboration,2021,36,282,12.766
Data & Analytics,Customer Service,2021,28,282,9.9291
Data & Analytics,Cybersecurity,2021,3,282,1.0638
Data & Analytics,Data Analysis,2021,119,282,42.1986
Data & Analytics,Data Collection,2021,23,282,8.156
Data & Analytics,Data Engineering,2021,23,282,8.156
Data & Analytics,Data Entry,2021,5,282,1.773
Data & Analytics,Data Mining,2021,18,282,6.383
Data & Analytics,Data Visualization,2021,26,282,9.2199
Data & Analytics,Data Warehousing,2021,23,282,8.156
Data & Analytics,Database Management,2021,8,282,2.8369
Data & Analytics,Decision Making,2021,16,282,5.6738
Data & Analytics,Deep Learning,2021,6,282,2.1277
Data & Analytics,DevOps,2021,5,282,1.773
Data & Analytics,Digital Marketing,2021,7,282,2.4823
Data & Analytics,Docker,2021,5,282,1.773
Data & Analytics,Due Diligence,2021,4,282,1.4184
Data & Analytics,ERP Systems,2021,7,282,2.4823
Data & Analytics,Editing,2021,3,282,1.0638
Data & Analytics,Elasticsearch,2021,1,282,0.3546
Data & Analytics,Electrical Engineering,2021,1,282,0.3546
Data & Analytics,Electronic Health Records,2021,4,282,1.4184
Data & Analytics,Emotional Intelligence,2021,1,282,0.3546
Data & Analytics,Environmental Engineering,2021,1,282,0.3546
Data & Analytics,FDA Regulations,2021,1,282,0.3546
Data & Analytics,Failure Analysis,2021,1,282,0.3546
Data & Analytics,Financial Analysis,2021,10,282,3.5461
Data & Analytics,Financial Planning,2021,4,282,1.4184
Data & Analytics,Forecasting,2021,16,282,5.6738
Data & Analytics,GMP,2021,1,282,0.3546
Data & Analytics,Git,2021,4,282,1.4184
Data & Analytics,Google Analytics,2021,7,282,2.4823
Data & Analytics,Google Cloud Platform,2021,16,282,5.6738
Data & Analytics,Google Workspace,2021,7,282,2.4823
Data & Analytics,HIPAA,2021,1,282,0.3546
Data & Analytics,HTML,2021,4,282,1.4184
Data & Analytics,ICD Coding,2021,1,282,0.3546
Data & Analytics,Intellectual Property,2021,3,282,1.0638
Data & Analytics,Interpersonal Skills,2021,40,282,14.1844
Data & Analytics,Inventory Management,2021,1,282,0.3546
Data & Analytics,Investment Analysis,2021,1,282,0.3546
Data & Analytics,Java,2021,10,282,3.5461
Data & Analytics,JavaScript,2021,6,282,2.1277
Data & Analytics,Jira,2021,26,282,9.2199
Data & Analytics,Kanban,2021,2,282,0.7092
Data & Analytics,Leadership,2021,52,282,18.4397
Data & Analytics,Lean,2021,1,282,0.3546
Data & Analytics,Legal Research,2021,1,282,0.3546
Data & Analytics,Linux,2021,5,282,1.773
Data & Analytics,Litigation,2021,1,282,0.3546
Data & Analytics,Machine Learning,2021,27,282,9.5745
Data & Analytics,Market Research,2021,4,282,1.4184
Data & Analytics,Marketing Analytics,2021,4,282,1.4184
Data & Analytics,Marketing Automation,2021,2,282,0.7092
Data & Analytics,Marketo,2021,1,282,0.3546
Data & Analytics,Medical Terminology,2021,1,282,0.3546
Data & Analytics,Mental Health,2021,1,282,0.3546
Data & Analytics,Mentoring,2021,5,282,1.773
Data & Analytics,Microsoft Excel,2021,93,282,32.9787
Data & Analytics,Microsoft Office,2021,37,282,13.1206
Data & Analytics,Microsoft PowerPoint,2021,41,282,14.539
Data & Analytics,Microsoft Word,2021,5,282,1.773
Data & Analytics,Multitasking,2021,8,282,2.8369
Data & Analytics,MySQL,2021,4,282,1.4184
Data & Analytics,Natural Language Processing,2021,6,282,2.1277
Data & Analytics,Negotiation,2021,6,282,2.1277
Data & Analytics,Networking,2021,9,282,3.1915
Data & Analytics,NoSQL,2021,6,282,2.1277
Data & Analytics,OSHA,2021,1,282,0.3546
Data & Analytics,Onboarding,2021,7,282,2.4823
Data & Analytics,Oracle,2021,15,282,5.3191
Data & Analytics,Organizational Skills,2021,81,282,28.7234
Data & Analytics,PLC Programming,2021,2,282,0.7092
Data & Analytics,PMP,2021,3,282,1.0638
Data & Analytics,PPC Advertising,2021,3,282,1.0638
Data & Analytics,Paralegal Skills,2021,1,282,0.3546
Data & Analytics,Patient Care,2021,2,282,0.7092
Data & Analytics,Payroll,2021,3,282,1.0638
Data & Analytics,Perl,2021,3,282,1.0638
Data & Analytics,PostgreSQL,2021,3,282,1.0638
Data & Analytics,Power BI,2021,35,282,12.4113
Data & Analytics,Predictive Modeling,2021,5,282,1.773
Data & Analytics,Presentation Skills,2021,33,282,11.7021
Data & Analytics,Preventive Maintenance,2021,4,282,1.4184
Data & Analytics,Problem Solving,2021,92,282,32.6241
Data & Analytics,Process Improvement,2021,6,282,2.1277
Data & Analytics,Procurement,2021,12,282,4.2553
Data & Analytics,Project Management,2021,43,282,15.2482
Data & Analytics,Public Relations,2021,1,282,0.3546
Data & Analytics,Python,2021,70,282,24.8227
Data & Analytics,Quality Assurance,2021,42,282,14.8936
Data & Analytics,Quantitative Analysis,2021,9,282,3.1915
Data & Analytics,QuickBooks,2021,1,282,0.3546
Data & Analytics,R Programming,2021,3,282,1.0638
Data & Analytics,React,2021,1,282,0.3546
Data & Analytics,Recruiting,2021,24,282,8.5106
Data & Analytics,Regression Analysis,2021,4,282,1.4184
Data & Analytics,Relationship Management,2021,10,282,3.5461
Data & Analytics,Remote Work,2021,12,282,4.2553
Data & Analytics,Reporting,2021,104,282,36.8794
Data & Analytics,Research,2021,5,282,1.773
Data & Analytics,Revenue Analysis,2021,4,282,1.4184
Data & Analytics,Risk Management,2021,8,282,2.8369
Data & Analytics,Robotics,2021,5,282,1.773
Data & Analytics,Root Cause Analysis,2021,6,282,2.1277
Data & Analytics,SAP,2021,13,282,4.6099
Data & Analytics,SAS,2021,18,282,6.383
Data & Analytics,SDLC,2021,11,282,3.9007
Data & Analytics,SEO,2021,2,282,0.7092
Data & Analytics,SQL,2021,122,282,43.2624
Data & Analytics,SQL Server,2021,9,282,3.1915
Data & Analytics,Sales,2021,7,282,2.4823
Data & Analytics,Salesforce,2021,13,282,4.6099
Data & Analytics,Scala,2021,2,282,0.7092
Data & Analytics,Scheduling,2021,5,282,1.773
Data & Analytics,Scientific Writing,2021,2,282,0.7092
Data & Analytics,Scrum,2021,17,282,6.0284
Data & Analytics,Self-Motivated,2021,76,282,26.9504
Data & Analytics,ServiceNow,2021,1,282,0.3546
Data & Analytics,Shell Scripting,2021,1,282,0.3546
Data & Analytics,Six Sigma,2021,6,282,2.1277
Data & Analytics,Social Media,2021,4,282,1.4184
Data & Analytics,Social Media Marketing,2021,1,282,0.3546
Data & Analytics,Statistical Analysis,2021,88,282,31.2057
Data & Analytics,Strategic Planning,2021,10,282,3.5461
Data & Analytics,Supply Chain Management,2021,13,282,4.6099
Data & Analytics,Survey Design,2021,2,282,0.7092
Data & Analytics,Tableau,2021,68,282,24.1135
Data & Analytics,Tax Preparation,2021,1,282,0.3546
Data & Analytics,Teamwork,2021,53,282,18.7943
Data & Analytics,Technical Writing,2021,5,282,1.773
Data & Analytics,Telehealth,2021,1,282,0.3546
Data & Analytics,Time Management,2021,36,282,12.766
Data & Analytics,Trello,2021,3,282,1.0638
Data & Analytics,UX Design,2021,2,282,0.7092
Data & Analytics,Underwriting,2021,2,282,0.7092
Data & Analytics,VBA,2021,8,282,2.8369
Data & Analytics,Valuation,2021,5,282,1.773
Data & Analytics,Vendor Management,2021,2,282,0.7092
Data & Analytics,Verbal Communication,2021,31,282,10.9929
Data & Analytics,Vue.js,2021,1,282,0.3546
Data & Analytics,Web Development,2021,4,282,1.4184
Data & Analytics,Westlaw,2021,2,282,0.7092
Data & Analytics,Workday,2021,4,282,1.4184
Data & Analytics,Written Communication,2021,41,282,14.539
Education & Training,Academic Advising,2021,1,201,0.4975
Education & Training,Accounting,2021,12,201,5.9701
Education & Training,Active Listening,2021,2,201,0.995
Education & Training,Adaptability,2021,14,201,6.9652
Education & Training,Artificial Intelligence,2021,4,201,1.99
Education & Training,Auditing,2021,1,201,0.4975
Education & Training,Big Data,2021,3,201,1.4925
Education & Training,Bilingual,2021,10,201,4.9751
Education & Training,Bloomberg Terminal,2021,5,201,2.4876
Education & Training,CAD,2021,3,201,1.4925
Education & Training,CFA,2021,1,201,0.4975
Education & Training,CISSP,2021,2,201,0.995
Education & Training,CNC,2021,3,201,1.4925
Education & Training,CPA,2021,2,201,0.995
Education & Training,CPR,2021,8,201,3.9801
Education & Training,CRM Software,2021,1,201,0.4975
Education & Training,Civil Engineering,2021,1,201,0.4975
Education & Training,Classroom Management,2021,12,201,5.9701
Education & Training,Clinical Research,2021,1,201,0.4975
Education & Training,Cloud Computing,2021,1,201,0.4975
Education & Training,Communication Skills,2021,29,201,14.4279
Education & Training,Compliance,2021,10,201,4.9751
Education & Training,Creative Thinking,2021,19,201,9.4527
Education & Training,Critical Thinking,2021,7,201,3.4826
Education & Training,Curriculum Development,2021,11,201,5.4726
Education & Training,Customer Service,2021,4,201,1.99
Education & Training,Cybersecurity,2021,9,201,4.4776
Education & Training,Data Analysis,2021,40,201,19.9005
Education & Training,Data Entry,2021,1,201,0.4975
Education & Training,Data Mining,2021,4,201,1.99
Education & Training,Data Visualization,2021,1,201,0.4975
Education & Training,Database Management,2021,3,201,1.4925
Education & Training,Decision Making,2021,2,201,0.995
Education & Training,Deep Learning,2021,1,201,0.4975
Education & Training,Digital Marketing,2021,1,201,0.4975
Education & Training,Educational Technology,2021,1,201,0.4975
Education & Training,Electrical Engineering,2021,1,201,0.4975
Education & Training,Emotional Intelligence,2021,1,201,0.4975
Education & Training,Event Planning,2021,2,201,0.995
Education & Training,Filing,2021,1,201,0.4975
Education & Training,Financial Planning,2021,1,201,0.4975
Education & Training,Fundraising,2021,1,201,0.4975
Education & Training,Google Workspace,2021,1,201,0.4975
Education & Training,Grant Writing,2021,1,201,0.4975
Education & Training,HTML,2021,6,201,2.9851
Education & Training,Interpersonal Skills,2021,8,201,3.9801
Education & Training,JavaScript,2021,1,201,0.4975
Education & Training,LMS,2021,1,201,0.4975
Education & Training,Leadership,2021,23,201,11.4428
Education & Training,Machine Learning,2021,7,201,3.4826
Education & Training,Marketing Analytics,2021,1,201,0.4975
Education & Training,Marketing Automation,2021,1,201,0.4975
Education & Training,Materials Science,2021,3,201,1.4925
Education & Training,Mechanical Engineering,2021,8,201,3.9801
Education & Training,Mental Health,2021,2,201,0.995
Education & Training,Mentoring,2021,83,201,41.2935
Education & Training,Microsoft Excel,2021,27,201,13.4328
Education & Training,Microsoft Office,2021,7,201,3.4826
