occupation_group,skill,year,count,n_postings,pct
Administrative & Support,Data Warehousing,2023,1,611,0.1637
Administrative & Support,Database Management,2023,8,611,1.3093
Administrative & Support,Decision Making,2023,17,611,2.7823
Administrative & Support,DevOps,2023,1,611,0.1637
Administrative & Support,Digital Marketing,2023,2,611,0.3273
Administrative & Support,Due Diligence,2023,10,611,1.6367
Administrative & Support,ERP Systems,2023,17,611,2.7823
Administrative & Support,Editing,2023,19,611,3.1097
Administrative & Support,Educational Technology,2023,2,611,0.3273
Administrative & Support,Electrical Engineering,2023,6,611,0.982
Administrative & Support,Electronic Health Records,2023,2,611,0.3273
Administrative & Support,Email Marketing,2023,3,611,0.491
Administrative & Support,Emotional Intelligence,2023,9,611,1.473
Administrative & Support,Event Planning,2023,19,611,3.1097
Administrative & Support,Figma,2023,1,611,0.1637
Administrative & Support,Filing,2023,22,611,3.6007
Administrative & Support,Financial Analysis,2023,17,611,2.7823
Administrative & Support,Financial Planning,2023,6,611,0.982
Administrative & Support,Forecasting,2023,6,611,0.982
Administrative & Support,Fundraising,2023,18,611,2.946
Administrative & Support,GMP,2023,2,611,0.3273
Administrative & Support,Git,2023,1,611,0.1637
Administrative & Support,Google Analytics,2023,1,611,0.1637
Administrative & Support,Google Workspace,2023,13,611,2.1277
Administrative & Support,Grant Writing,2023,4,611,0.6547
Administrative & Support,HIPAA,2023,3,611,0.491
Administrative & Support,HRIS,2023,1,611,0.1637
Administrative & Support,HTML,2023,6,611,0.982
Administrative & Support,Illustrator,2023,2,611,0.3273
Administrative & Support,InDesign,2023,1,611,0.1637
Administrative & Support,Instructional Design,2023,5,611,0.8183
Administrative & Support,Intellectual Property,2023,6,611,0.982
Administrative & Support,Interpersonal Skills,2023,67,611,10.9656
Administrative & Support,Inventory Management,2023,16,611,2.6187
Administrative & Support,Investment Analysis,2023,1,611,0.1637
Administrative & Support,Java,2023,1,611,0.1637
Administrative & Support,Kanban,2023,2,611,0.3273
Administrative & Support,LMS,2023,6,611,0.982
Administrative & Support,Laboratory Skills,2023,1,611,0.1637
Administrative & Support,Leadership,2023,108,611,17.6759
Administrative & Support,Lean,2023,1,611,0.1637
Administrative & Support,Linux,2023,1,611,0.1637
Administrative & Support,Litigation,2023,34,611,5.5646
Administrative & Support,MATLAB,2023,1,611,0.1637
Administrative & Support,Machine Learning,2023,2,611,0.3273
Administrative & Support,Market Research,2023,9,611,1.473
Administrative & Support,Marketing Analytics,2023,1,611,0.1637
Administrative & Support,Materials Science,2023,1,611,0.1637
Administrative & Support,Mechanical Engineering,2023,5,611,0.8183
Administrative & Support,Medical Terminology,2023,7,611,1.1457
Administrative & Support,Mental Health,2023,20,611,3.2733
Administrative & Support,Mentoring,2023,27,611,4.419
Administrative & Support,Mergers and Acquisitions,2023,6,611,0.982
Administrative & Support,Microsoft Excel,2023,118,611,19.3126
Administrative & Support,Microsoft Office,2023,103,611,16.8576
Administrative & Support,Microsoft PowerPoint,2023,35,611,5.7283
Administrative & Support,Microsoft Teams,2023,9,611,1.473
Administrative & Support,Microsoft Word,2023,22,611,3.6007
Administrative & Support,Mobile Development,2023,3,611,0.491
Administrative & Support,Multitasking,2023,71,611,11.6203
Administrative & Support,MySQL,2023,1,611,0.1637
Administrative & Support,Natural Language Processing,2023,2,611,0.3273
Administrative & Support,Negotiation,2023,17,611,2.7823
Administrative & Support,Networking,2023,9,611,1.473
Administrative & Support,OSHA,2023,6,611,0.982
Administrative & Support,Onboarding,2023,11,611,1.8003
Administrative & Support,Operations Management,2023,1,611,0.1637
Administrative & Support,Oracle,2023,11,611,1.8003
Administrative & Support,Organizational Skills,2023,200,611,32.7332
Administrative & Support,PHP,2023,1,611,0.1637
Administrative & Support,PLC Programming,2023,1,611,0.1637
Administrative & Support,PPC Advertising,2023,1,611,0.1637
Administrative & Support,Patient Care,2023,38,611,6.2193
Administrative & Support,Payroll,2023,7,611,1.1457
Administrative & Support,Pharmacy,2023,13,611,2.1277
Administrative & Support,Photoshop,2023,9,611,1.473
Administrative & Support,Physical Therapy,2023,21,611,3.437
Administrative & Support,Power BI,2023,1,611,0.1637
Administrative & Support,Predictive Modeling,2023,2,611,0.3273
Administrative & Support,Presentation Skills,2023,34,611,5.5646
Administrative & Support,Preventive Maintenance,2023,5,611,0.8183
Administrative & Support,Problem Solving,2023,57,611,9.329
Administrative & Support,Process Improvement,2023,2,611,0.3273
Administrative & Support,Procurement,2023,23,611,3.7643
Administrative & Support,Project Management,2023,52,611,8.5106
Administrative & Support,Public Relations,2023,13,611,2.1277
Administrative & Support,Python,2023,4,611,0.6547
Administrative & Support,Quality Assurance,2023,17,611,2.7823
Administrative & Support,Quality Management Systems,2023,3,611,0.491
Administrative & Support,Quantitative Analysis,2023,4,611,0.6547
Administrative & Support,QuickBooks,2023,2,611,0.3273
Administrative & Support,Radiology,2023,36,611,5.892
Administrative & Support,React,2023,3,611,0.491
Administrative & Support,Recruiting,2023,43,611,7.0376
Administrative & Support,Regulatory Affairs,2023,1,611,0.1637
Administrative & Support,Relationship Management,2023,13,611,2.1277
Administrative & Support,Remote Work,2023,14,611,2.2913
Administrative & Support,Reporting,2023,86,611,14.0753
Administrative & Support,Research,2023,3,611,0.491
Administrative & Support,Risk Management,2023,19,611,3.1097
Administrative & Support,Root Cause Analysis,2023,1,611,0.1637
Administrative & Support,SAP,2023,13,611,2.1277
Administrative & Support,SAS,2023,6,611,0.982
Administrative & Support,SEO,2023,1,611,0.1637
Administrative & Support,SHRM,2023,1,611,0.1637
Administrative & Support,SQL,2023,6,611,0.982
Administrative & Support,SQL Server,2023,1,611,0.1637
Administrative & Support,Sales,2023,21,611,3.437
Administrative & Support,Salesforce,2023,20,611,3.2733
Administrative & Support,Scheduling,2023,81,611,13.257
Administrative & Support,Scientific Writing,2023,1,611,0.1637
Administrative & Support,Self-Motivated,2023,116,611,18.9853
Administrative & Support,ServiceNow,2023,1,611,0.1637
Administrative & Support,Shell Scripting,2023,1,611,0.1637
Administrative & Support,Six Sigma,2023,1,611,0.1637
Administrative & Support,Sketch,2023,1,611,0.1637
Administrative & Support,Slack,2023,1,611,0.1637
Administrative & Support,Social Media,2023,29,611,4.7463
Administrative & Support,Special Education,2023,20,611,3.2733
Administrative & Support,Statistical Analysis,2023,14,611,2.2913
Administrative & Support,Strategic Planning,2023,12,611,1.964
Administrative & Support,Student Assessment,2023,1,611,0.1637
Administrative & Support,Supply Chain Management,2023,6,611,0.982
Administrative & Support,Survey Design,2023,10,611,1.6367
Administrative & Support,Tableau,2023,1,611,0.1637
Administrative & Support,Tax Preparation,2023,1,611,0.1637
Administrative & Support,Teamwork,2023,102,611,16.6939
Administrative & Support,Technical Writing,2023,1,611,0.1637
Administrative & Support,Telehealth,2023,13,611,2.1277
Administrative & Support,Time Management,2023,81,611,13.257
Administrative & Support,Travel Coordination,2023,1,611,0.1637
Administrative & Support,UX Design,2023,1,611,0.1637
Administrative & Support,Underwriting,2023,15,611,2.455
Administrative & Support,Valuation,2023,6,611,0.982
Administrative & Support,Vendor Management,2023,1,611,0.1637
Administrative & Support,Verbal Communication,2023,55,611,9.0016
Administrative & Support,Web Development,2023,1,611,0.1637
Administrative & Support,Westlaw,2023,7,611,1.1457
Administrative & Support,WordPress,2023,3,611,0.491
Administrative & Support,Workday,2023,10,611,1.6367
Administrative & Support,Written Communication,2023,72,611,11.784
Compliance & Risk,AWS,2023,1,84,1.1905
Compliance & Risk,Accounting,2023,4,84,4.7619
Compliance & Risk,Adaptability,2023,15,84,17.8571
Compliance & Risk,Artificial Intelligence,2023,2,84,2.381
Compliance & Risk,Auditing,2023,16,84,19.0476
Compliance & Risk,CISSP,2023,5,84,5.9524
Compliance & Risk,CPA,2023,1,84,1.1905
Compliance & Risk,CRM Software,2023,1,84,1.1905
Compliance & Risk,Case Management,2023,1,84,1.1905
Compliance & Risk,Clinical Research,2023,2,84,2.381
Compliance & Risk,Communication Skills,2023,39,84,46.4286
Compliance & Risk,Compliance,2023,62,84,73.8095
Compliance & Risk,Conflict Resolution,2023,1,84,1.1905
Compliance & Risk,Contract Review,2023,3,84,3.5714
Compliance & Risk,Cost Analysis,2023,1,84,1.1905
Compliance & Risk,Creative Thinking,2023,10,84,11.9048
Compliance & Risk,Critical Thinking,2023,3,84,3.5714
Compliance & Risk,Cross-Functional Collaboration,2023,4,84,4.7619
Compliance & Risk,Customer Service,2023,5,84,5.9524
Compliance & Risk,Cybersecurity,2023,14,84,16.6667
Compliance & Risk,Data Analysis,2023,20,84,23.8095
Compliance & Risk,Data Collection,2023,1,84,1.1905
Compliance & Risk,Database Management,2023,2,84,2.381
Compliance & Risk,Decision Making,2023,3,84,3.5714
Compliance & Risk,Due Diligence,2023,1,84,1.1905
Compliance & Risk,Editing,2023,2,84,2.381
Compliance & Risk,Environmental Engineering,2023,1,84,1.1905
Compliance & Risk,Filing,2023,3,84,3.5714
Compliance & Risk,Financial Planning,2023,8,84,9.5238
Compliance & Risk,Forecasting,2023,3,84,3.5714
Compliance & Risk,GMP,2023,1,84,1.1905
Compliance & Risk,Google Workspace,2023,2,84,2.381
Compliance & Risk,HIPAA,2023,4,84,4.7619
Compliance & Risk,ICD Coding,2023,1,84,1.1905
Compliance & Risk,Intellectual Property,2023,3,84,3.5714
Compliance & Risk,Interpersonal Skills,2023,8,84,9.5238
Compliance & Risk,Inventory Management,2023,1,84,1.1905
Compliance & Risk,Java,2023,1,84,1.1905
Compliance & Risk,JavaScript,2023,1,84,1.1905
Compliance & Risk,LMS,2023,1,84,1.1905
Compliance & Risk,Leadership,2023,14,84,16.6667
Compliance & Risk,Litigation,2023,1,84,1.1905
Compliance & Risk,Machine Learning,2023,2,84,2.381
Compliance & Risk,Mentoring,2023,2,84,2.381
Compliance & Risk,Microsoft Excel,2023,25,84,29.7619
Compliance & Risk,Microsoft Office,2023,20,84,23.8095
Compliance & Risk,Microsoft PowerPoint,2023,11,84,13.0952
Compliance & Risk,Microsoft Teams,2023,3,84,3.5714
Compliance & Risk,Microsoft Word,2023,3,84,3.5714
Compliance & Risk,Multitasking,2023,7,84,8.3333
Compliance & Risk,Natural Language Processing,2023,1,84,1.1905
Compliance & Risk,Negotiation,2023,3,84,3.5714
Compliance & Risk,Networking,2023,2,84,2.381
Compliance & Risk,Onboarding,2023,1,84,1.1905
Compliance & Risk,Operations Management,2023,1,84,1.1905
Compliance & Risk,Organizational Skills,2023,21,84,25.0
Compliance & Risk,PMP,2023,1,84,1.1905
Compliance & Risk,Pharmacy,2023,2,84,2.381
Compliance & Risk,Physical Therapy,2023,1,84,1.1905
Compliance & Risk,Power BI,2023,5,84,5.9524
Compliance & Risk,Presentation Skills,2023,6,84,7.1429
Compliance & Risk,Problem Solving,2023,22,84,26.1905
Compliance & Risk,Process Improvement,2023,2,84,2.381
Compliance & Risk,Procurement,2023,3,84,3.5714
Compliance & Risk,Project Management,2023,9,84,10.7143
Compliance & Risk,Python,2023,12,84,14.2857
Compliance & Risk,Quality Assurance,2023,6,84,7.1429
Compliance & Risk,Quantitative Analysis,2023,1,84,1.1905
Compliance & Risk,Recruiting,2023,8,84,9.5238
Compliance & Risk,Regulatory Affairs,2023,5,84,5.9524
Compliance & Risk,Remote Work,2023,5,84,5.9524
Compliance & Risk,Reporting,2023,22,84,26.1905
Compliance & Risk,Research,2023,2,84,2.381
Compliance & Risk,Risk Management,2023,35,84,41.6667
Compliance & Risk,Root Cause Analysis,2023,1,84,1.1905
Compliance & Risk,SAP,2023,3,84,3.5714
Compliance & Risk,SAS,2023,3,84,3.5714
Compliance & Risk,SQL,2023,12,84,14.2857
Compliance & Risk,Scheduling,2023,3,84,3.5714
Compliance & Risk,Self-Motivated,2023,13,84,15.4762
Compliance & Risk,Social Media,2023,1,84,1.1905
Compliance & Risk,Stakeholder Management,2023,1,84,1.1905
Compliance & Risk,Statistical Analysis,2023,4,84,4.7619
Compliance & Risk,Strategic Planning,2023,1,84,1.1905
Compliance & Risk,Tableau,2023,2,84,2.381
Compliance & Risk,Teamwork,2023,8,84,9.5238
Compliance & Risk,Time Management,2023,11,84,13.0952
Compliance & Risk,Underwriting,2023,2,84,2.381
Compliance & Risk,Valuation,2023,1,84,1.1905
Compliance & Risk,Vendor Management,2023,3,84,3.5714
Compliance & Risk,Verbal Communication,2023,12,84,14.2857
Compliance & Risk,Written Communication,2023,13,84,15.4762
Data & Analytics,APIs,2023,3,198,1.5152
Data & Analytics,AWS,2023,6,198,3.0303
Data & Analytics,Accounting,2023,17,198,8.5859
Data & Analytics,Accounts Receivable,2023,1,198,0.5051
Data & Analytics,Adaptability,2023,36,198,18.1818
Data & Analytics,Adobe Creative Suite,2023,2,198,1.0101
Data & Analytics,Agile,2023,24,198,12.1212
Data & Analytics,Artificial Intelligence,2023,3,198,1.5152
Data & Analytics,Auditing,2023,5,198,2.5253
Data & Analytics,Azure,2023,8,198,4.0404
Data & Analytics,Big Data,2023,13,198,6.5657
Data & Analytics,Bilingual,2023,2,198,1.0101
Data & Analytics,Budgeting,2023,6,198,3.0303
Data & Analytics,Business Development,2023,4,198,2.0202
Data & Analytics,Business Intelligence,2023,35,198,17.6768
Data & Analytics,CI/CD,2023,1,198,0.5051
Data & Analytics,CPA,2023,2,198,1.0101
Data & Analytics,CRM Software,2023,11,198,5.5556
Data & Analytics,Chemical Engineering,2023,2,198,1.0101
Data & Analytics,Civil Engineering,2023,1,198,0.5051
Data & Analytics,Cloud Computing,2023,5,198,2.5253
Data & Analytics,Communication Skills,2023,83,198,41.9192
Data & Analytics,Compliance,2023,22,198,11.1111
Data & Analytics,Conflict Resolution,2023,2,198,1.0101
Data & Analytics,Confluence,2023,2,198,1.0101
Data & Analytics,Content Marketing,2023,2,198,1.0101
Data & Analytics,Contract Review,2023,2,198,1.0101
Data & Analytics,Creative Thinking,2023,31,198,15.6566
Data & Analytics,Critical Thinking,2023,5,198,2.5253
Data & Analytics,Cross-Functional Collaboration,2023,21,198,10.6061
Data & Analytics,Customer Service,2023,27,198,13.6364
Data & Analytics,Cybersecurity,2023,7,198,3.5354
Data & Analytics,Data Analysis,2023,99,198,50.0
Data & Analytics,Data Collection,2023,13,198,6.5657
Data & Analytics,Data Engineering,2023,15,198,7.5758
Data & Analytics,Data Entry,2023,3,198,1.5152
Data & Analytics,Data Mining,2023,18,198,9.0909
Data & Analytics,Data Visualization,2023,23,198,11.6162
Data & Analytics,Data Warehousing,2023,14,198,7.0707
Data & Analytics,Database Management,2023,12,198,6.0606
Data & Analytics,Decision Making,2023,31,198,15.6566
Data & Analytics,Deep Learning,2023,6,198,3.0303
Data & Analytics,DevOps,2023,2,198,1.0101
Data & Analytics,Digital Marketing,2023,5,198,2.5253
Data & Analytics,Django,2023,2,198,1.0101
Data & Analytics,ERP Systems,2023,4,198,2.0202
Data & Analytics,Editing,2023,3,198,1.5152
Data & Analytics,Electrical Engineering,2023,4,198,2.0202
Data & Analytics,Electronic Health Records,2023,5,198,2.5253
Data & Analytics,Filing,2023,4,198,2.0202
Data & Analytics,Financial Analysis,2023,5,198,2.5253
Data & Analytics,Financial Planning,2023,2,198,1.0101
Data & Analytics,Flask,2023,1,198,0.5051
Data & Analytics,Forecasting,2023,6,198,3.0303
Data & Analytics,Git,2023,2,198,1.0101
Data & Analytics,Go,2023,2,198,1.0101
Data & Analytics,Google Analytics,2023,6,198,3.0303
Data & Analytics,Google Cloud Platform,2023,4,198,2.0202
Data & Analytics,Google Workspace,2023,1,198,0.5051
Data & Analytics,HIPAA,2023,3,198,1.5152
Data & Analytics,HTML,2023,1,198,0.5051
Data & Analytics,Interpersonal Skills,2023,22,198,11.1111
Data & Analytics,Inventory Management,2023,1,198,0.5051
Data & Analytics,Java,2023,7,198,3.5354
Data & Analytics,JavaScript,2023,2,198,1.0101
Data & Analytics,Jira,2023,7,198,3.5354
Data & Analytics,LMS,2023,1,198,0.5051
Data & Analytics,Leadership,2023,44,198,22.2222
Data & Analytics,Linux,2023,3,198,1.5152
Data & Analytics,MATLAB,2023,2,198,1.0101
Data & Analytics,Machine Learning,2023,18,198,9.0909
Data & Analytics,Market Research,2023,4,198,2.0202
Data & Analytics,Mechanical Engineering,2023,3,198,1.5152
Data & Analytics,Mental Health,2023,6,198,3.0303
Data & Analytics,Mentoring,2023,9,198,4.5455
Data & Analytics,Microsoft Excel,2023,75,198,37.8788
Data & Analytics,Microsoft Office,2023,27,198,13.6364
Data & Analytics,Microsoft PowerPoint,2023,21,198,10.6061
Data & Analytics,Microsoft Word,2023,6,198,3.0303
Data & Analytics,Multitasking,2023,11,198,5.5556
Data & Analytics,MySQL,2023,4,198,2.0202
Data & Analytics,Natural Language Processing,2023,11,198,5.5556
Data & Analytics,Negotiation,2023,2,198,1.0101
Data & Analytics,Networking,2023,8,198,4.0404
Data & Analytics,NoSQL,2023,1,198,0.5051
Data & Analytics,Node.js,2023,1,198,0.5051
Data & Analytics,Onboarding,2023,2,198,1.0101
Data & Analytics,Operations Management,2023,1,198,0.5051
Data & Analytics,Oracle,2023,11,198,5.5556
Data & Analytics,Organizational Skills,2023,65,198,32.8283
Data & Analytics,PLC Programming,2023,4,198,2.0202
Data & Analytics,PMP,2023,2,198,1.0101
Data & Analytics,PPC Advertising,2023,2,198,1.0101
Data & Analytics,Patient Care,2023,6,198,3.0303
Data & Analytics,Payroll,2023,5,198,2.5253
Data & Analytics,Pharmacy,2023,1,198,0.5051
Data & Analytics,Physical Therapy,2023,4,198,2.0202
Data & Analytics,PostgreSQL,2023,1,198,0.5051
Data & Analytics,Power BI,2023,37,198,18.6869
Data & Analytics,Predictive Modeling,2023,5,198,2.5253
Data & Analytics,Presentation Skills,2023,21,198,10.6061
Data & Analytics,Problem Solving,2023,71,198,35.8586
Data & Analytics,Process Improvement,2023,22,198,11.1111
Data & Analytics,Procurement,2023,4,198,2.0202
Data & Analytics,Project Management,2023,41,198,20.7071
Data & Analytics,Python,2023,50,198,25.2525
Data & Analytics,Quality Assurance,2023,27,198,13.6364
Data & Analytics,Quantitative Analysis,2023,5,198,2.5253
Data & Analytics,Radiology,2023,3,198,1.5152
Data & Analytics,Recruiting,2023,19,198,9.596
Data & Analytics,Redis,2023,1,198,0.5051
Data & Analytics,Relationship Management,2023,6,198,3.0303
Data & Analytics,Remote Work,2023,12,198,6.0606
Data & Analytics,Reporting,2023,78,198,39.3939
Data & Analytics,Revenue Analysis,2023,1,198,0.5051
Data & Analytics,Risk Management,2023,2,198,1.0101
Data & Analytics,Robotics,2023,1,198,0.5051
Data & Analytics,Root Cause Analysis,2023,2,198,1.0101
Data & Analytics,SAP,2023,10,198,5.0505
Data & Analytics,SAS,2023,17,198,8.5859
Data & Analytics,SDLC,2023,8,198,4.0404
Data & Analytics,SEO,2023,2,198,1.0101
Data & Analytics,SQL,2023,70,198,35.3535
Data & Analytics,SQL Server,2023,11,198,5.5556
Data & Analytics,Sales,2023,1,198,0.5051
Data & Analytics,Salesforce,2023,9,198,4.5455
Data & Analytics,Scala,2023,2,198,1.0101
Data & Analytics,Scheduling,2023,8,198,4.0404
Data & Analytics,Scrum,2023,4,198,2.0202
Data & Analytics,Self-Motivated,2023,54,198,27.2727
Data & Analytics,ServiceNow,2023,1,198,0.5051
Data & Analytics,Shell Scripting,2023,2,198,1.0101
Data & Analytics,Six Sigma,2023,2,198,1.0101
Data & Analytics,Social Media,2023,5,198,2.5253
Data & Analytics,Social Media Marketing,2023,2,198,1.0101
Data & Analytics,Stakeholder Management,2023,4,198,2.0202
Data & Analytics,Statistical Analysis,2023,46,198,23.2323
Data & Analytics,Strategic Planning,2023,11,198,5.5556
Data & Analytics,Supply Chain Management,2023,2,198,1.0101
Data & Analytics,Survey Design,2023,4,198,2.0202
Data & Analytics,Tableau,2023,28,198,14.1414
Data & Analytics,Teamwork,2023,17,198,8.5859
Data & Analytics,Technical Writing,2023,8,198,4.0404
Data & Analytics,Time Management,2023,23,198,11.6162
Data & Analytics,UI Design,2023,3,198,1.5152
Data & Analytics,UX Design,2023,3,198,1.5152
Data & Analytics,VBA,2023,4,198,2.0202
Data & Analytics,Verbal Communication,2023,27,198,13.6364
Data & Analytics,Waterfall,2023,6,198,3.0303
Data & Analytics,Web Development,2023,3,198,1.5152
Data & Analytics,Windows Server,2023,1,198,0.5051
Data & Analytics,Workday,2023,2,198,1.0101
Data & Analytics,Written Communication,2023,38,198,19.1919
Education & Training,3D Printing,2023,3,328,0.9146
Education & Training,Academic Advising,2023,12,328,3.6585
Education & Training,Accounting,2023,11,328,3.3537
Education & Training,Active Listening,2023,3,328,0.9146
Education & Training,Adaptability,2023,93,328,28.3537
Education & Training,Artificial Intelligence,2023,4,328,1.2195
Education & Training,Auditing,2023,1,328,0.3049
Education & Training,Big Data,2023,8,328,2.439
Education & Training,Bilingual,2023,7,328,2.1341
Education & Training,Bloomberg Terminal,2023,1,328,0.3049
Education & Training,Brand Management,2023,1,328,0.3049
Education & Training,Budgeting,2023,3,328,0.9146
Education & Training,Business Development,2023,2,328,0.6098
Education & Training,Business Intelligence,2023,1,328,0.3049
Education & Training,CPA,2023,3,328,0.9146
Education & Training,CPR,2023,5,328,1.5244
Education & Training,Case Management,2023,2,328,0.6098
Education & Training,Chemical Engineering,2023,5,328,1.5244
Education & Training,Civil Engineering,2023,1,328,0.3049
Education & Training,Classroom Management,2023,10,328,3.0488
Education & Training,Clinical Research,2023,2,328,0.6098
Education & Training,Communication Skills,2023,30,328,9.1463
Education & Training,Compliance,2023,43,328,13.1098
Education & Training,Conflict Resolution,2023,1,328,0.3049
Education & Training,Copywriting,2023,1,328,0.3049
Education & Training,Creative Thinking,2023,49,328,14.939
Education & Training,Critical Thinking,2023,4,328,1.2195
Education & Training,Cross-Functional Collaboration,2023,1,328,0.3049
Education & Training,Curriculum Development,2023,35,328,10.6707
Education & Training,Customer Service,2023,4,328,1.2195
Education & Training,Cybersecurity,2023,2,328,0.6098
Education & Training,Data Analysis,2023,16,328,4.878
Education & Training,Data Collection,2023,3,328,0.9146
Education & Training,Data Entry,2023,1,328,0.3049
Education & Training,Data Mining,2023,1,328,0.3049
Education & Training,Database Management,2023,3,328,0.9146
Education & Training,Decision Making,2023,3,328,0.9146
Education & Training,Differentiated Instruction,2023,2,328,0.6098
Education & Training,Digital Marketing,2023,1,328,0.3049
Education & Training,Editing,2023,1,328,0.3049
Education & Training,Educational Technology,2023,1,328,0.3049
Education & Training,Environmental Engineering,2023,1,328,0.3049
Education & Training,Filing,2023,4,328,1.2195
Education & Training,Forecasting,2023,1,328,0.3049
Education & Training,Fundraising,2023,1,328,0.3049
Education & Training,Grant Writing,2023,6,328,1.8293
Education & Training,HTML,2023,11,328,3.3537
Education & Training,Interpersonal Skills,2023,12,328,3.6585
Education & Training,LMS,2023,2,328,0.6098
Education & Training,Leadership,2023,78,328,23.7805
Education & Training,Machine Learning,2023,11,328,3.3537
Education & Training,Materials Science,2023,2,328,0.6098
Education & Training,Mechanical Engineering,2023,7,328,2.1341
Education & Training,Mental Health,2023,12,328,3.6585
Education & Training,Mentoring,2023,83,328,25.3049
Education & Training,Microsoft Excel,2023,12,328,3.6585
Education & Training,Microsoft Office,2023,4,328,1.2195
Education & Training,Microsoft Word,2023,3,328,0.9146
Education & Training,Multitasking,2023,1,328,0.3049
Education & Training,Natural Language Processing,2023,1,328,0.3049
Education & Training,Networking,2023,2,328,0.6098
Education & Training,Onboarding,2023,1,328,0.3049
Education & Training,Operations Management,2023,23,328,7.0122
Education & Training,Oracle,2023,1,328,0.3049
Education & Training,Organizational Skills,2023,15,328,4.5732
Education & Training,PHP,2023,8,328,2.439
Education & Training,Patient Care,2023,7,328,2.1341
Education & Training,Payroll,2023,1,328,0.3049
Education & Training,Pharmacy,2023,6,328,1.8293
Education & Training,Physical Therapy,2023,13,328,3.9634
Education & Training,Presentation Skills,2023,5,328,1.5244
Education & Training,Problem Solving,2023,10,328,3.0488
Education & Training,Process Improvement,2023,1,328,0.3049
Education & Training,Procurement,2023,3,328,0.9146
Education & Training,Project Management,2023,16,328,4.878
Education & Training,Public Relations,2023,1,328,0.3049
Education & Training,Python,2023,1,328,0.3049
Education & Training,Quantitative Analysis,2023,8,328,2.439
Education & Training,Radiology,2023,5,328,1.5244
Education & Training,Recruiting,2023,38,328,11.5854
Education & Training,Remote Work,2023,4,328,1.2195
Education & Training,Reporting,2023,19,328,5.7927
Education & Training,Research,2023,4,328,1.2195
Education & Training,Risk Management,2023,1,328,0.3049
Education & Training,Robotics,2023,1,328,0.3049
Education & Training,SAP,2023,1,328,0.3049
Education & Training,SQL,2023,1,328,0.3049
Education & Training,Scheduling,2023,74,328,22.561
Education & Training,Scientific Writing,2023,2,328,0.6098
Education & Training,Self-Motivated,2023,24,328,7.3171
Education & Training,Social Media,2023,7,328,2.1341
Education & Training,Social Media Marketing,2023,1,328,0.3049
Education & Training,Special Education,2023,44,328,13.4146
